previous,,,,,next
11.98|11.3|13.31|14.53|17.74,,,,,4
11.3|13.31|14.53|17.74|16.56,,,,,3
13.31|14.53|17.74|16.56|14.96,,,,,4
14.53|17.74|16.56|14.96|16.92,,,,,3
17.74|16.56|14.96|16.92|14.41,,,,,3
16.56|14.96|16.92|14.41|15.38,,,,,3
14.96|16.92|14.41|15.38|14.62,,,,,3
16.92|14.41|15.38|14.62|14.91,,,,,3
14.41|15.38|14.62|14.91|14.87,,,,,4
15.38|14.62|14.91|14.87|16.86,,,,,3
14.62|14.91|14.87|16.86|15.31,,,,,3
14.91|14.87|16.86|15.31|15.12,,,,,3
14.87|16.86|15.31|15.12|14.53,,,,,2
16.86|15.31|15.12|14.53|13.85,,,,,2
15.31|15.12|14.53|13.85|13.98,,,,,2
15.12|14.53|13.85|13.98|14.05,,,,,2
14.53|13.85|13.98|14.05|13.75,,,,,3
13.85|13.98|14.05|13.75|14.91,,,,,3
13.98|14.05|13.75|14.91|14.45,,,,,3
14.05|13.75|14.91|14.45|16.12,,,,,4
13.75|14.91|14.45|16.12|16.32,,,,,3
14.91|14.45|16.12|16.32|15.68,,,,,3
14.45|16.12|16.32|15.68|14.57,,,,,2
16.12|16.32|15.68|14.57|13.63,,,,,2
16.32|15.68|14.57|13.63|13.32,,,,,2
15.68|14.57|13.63|13.32|13.14,,,,,2
14.57|13.63|13.32|13.14|12.95,,,,,2
13.63|13.32|13.14|12.95|12.69,,,,,2
13.32|13.14|12.95|12.69|12.58,,,,,1
13.14|12.95|12.69|12.58|12.24,,,,,1
12.95|12.69|12.58|12.24|12.15,,,,,2
12.69|12.58|12.24|12.15|13.29,,,,,2
12.58|12.24|12.15|13.29|12.36,,,,,1
12.24|12.15|13.29|12.36|11.84,,,,,1
12.15|13.29|12.36|11.84|12.15,,,,,1
13.29|12.36|11.84|12.15|12.28,,,,,2
12.36|11.84|12.15|12.28|12.39,,,,,2
11.84|12.15|12.28|12.39|12.7,,,,,1
12.15|12.28|12.39|12.7|12.08,,,,,1
12.28|12.39|12.7|12.08|11.96,,,,,1
12.39|12.7|12.08|11.96|11.65,,,,,1
12.7|12.08|11.96|11.65|11.79,,,,,1
12.08|11.96|11.65|11.79|11.46,,,,,1
11.96|11.65|11.79|11.46|11.15,,,,,1
11.65|11.79|11.46|11.15|11.48,,,,,1
11.79|11.46|11.15|11.48|11.47,,,,,1
11.46|11.15|11.48|11.47|11.08,,,,,1
11.15|11.48|11.47|11.08|11.05,,,,,1
11.48|11.47|11.08|11.05|12.13,,,,,1
11.47|11.08|11.05|12.13|12.18,,,,,2
11.08|11.05|12.13|12.18|12.52,,,,,1
11.05|12.13|12.18|12.52|11.58,,,,,1
12.13|12.18|12.52|11.58|11.77,,,,,1
12.18|12.52|11.58|11.77|12.04,,,,,1
12.52|11.58|11.77|12.04|11.4,,,,,1
11.58|11.77|12.04|11.4|11.68,,,,,1
11.77|12.04|11.4|11.68|12.27,,,,,2
12.04|11.4|11.68|12.27|12.49,,,,,1
11.4|11.68|12.27|12.49|11.45,,,,,1
11.68|12.27|12.49|11.45|11.28,,,,,1
12.27|12.49|11.45|11.28|10.95,,,,,1
12.49|11.45|11.28|10.95|10.84,,,,,1
11.45|11.28|10.95|10.84|10.81,,,,,1
11.28|10.95|10.84|10.81|10.33,,,,,1
10.95|10.84|10.81|10.33|10.77,,,,,1
10.84|10.81|10.33|10.77|10.45,,,,,1
10.81|10.33|10.77|10.45|10.23,,,,,1
10.33|10.77|10.45|10.23|10.97,,,,,1
10.77|10.45|10.23|10.97|10.52,,,,,1
10.45|10.23|10.97|10.52|11.1,,,,,1
10.23|10.97|10.52|11.1|10.99,,,,,1
10.97|10.52|11.1|10.99|10.36,,,,,1
10.52|11.1|10.99|10.36|10.52,,,,,1
11.1|10.99|10.36|10.52|11.57,,,,,1
10.99|10.36|10.52|11.57|12.08,,,,,1
10.36|10.52|11.57|12.08|11.75,,,,,1
10.52|11.57|12.08|11.75|11.83,,,,,2
11.57|12.08|11.75|11.83|12.52,,,,,2
12.08|11.75|11.83|12.52|12.48,,,,,2
11.75|11.83|12.52|12.48|13.21,,,,,2
11.83|12.52|12.48|13.21|12.4,,,,,2
12.52|12.48|13.21|12.4|12.38,,,,,2
12.48|13.21|12.4|12.38|12.42,,,,,2
13.21|12.4|12.38|12.42|12.74,,,,,1
12.4|12.38|12.42|12.74|12.26,,,,,2
12.38|12.42|12.74|12.26|13.52,,,,,2
12.42|12.74|12.26|13.52|13.3,,,,,2
12.74|12.26|13.52|13.3|13.42,,,,,2
12.26|13.52|13.3|13.42|13.42,,,,,2
13.52|13.3|13.42|13.42|13.42,,,,,2
13.3|13.42|13.42|13.42|13.34,,,,,3
13.42|13.42|13.42|13.34|14.17,,,,,2
13.42|13.42|13.34|14.17|13.73,,,,,2
13.42|13.34|14.17|13.73|13.72,,,,,2
13.34|14.17|13.73|13.72|13.52,,,,,2
14.17|13.73|13.72|13.52|13.65,,,,,2
13.73|13.72|13.52|13.65|12.6,,,,,2
13.72|13.52|13.65|12.6|13.15,,,,,2
13.52|13.65|12.6|13.15|13.57,,,,,2
13.65|12.6|13.15|13.57|12.93,,,,,2
12.6|13.15|13.57|12.93|12.52,,,,,2
13.15|13.57|12.93|12.52|12.93,,,,,1
13.57|12.93|12.52|12.93|11.98,,,,,1
12.93|12.52|12.93|11.98|11.65,,,,,2
12.52|12.93|11.98|11.65|12.39,,,,,2
12.93|11.98|11.65|12.39|12.91,,,,,2
11.98|11.65|12.39|12.91|12.49,,,,,1
11.65|12.39|12.91|12.49|11.22,,,,,1
12.39|12.91|12.49|11.22|12.14,,,,,2
12.91|12.49|11.22|12.14|12.64,,,,,2
12.49|11.22|12.14|12.64|13.79,,,,,2
11.22|12.14|12.64|13.79|13.33,,,,,2
12.14|12.64|13.79|13.33|12.96,,,,,2
12.64|13.79|13.33|12.96|13.04,,,,,2
13.79|13.33|12.96|13.04|12.76,,,,,2
13.33|12.96|13.04|12.76|12.63,,,,,1
12.96|13.04|12.76|12.63|12.24,,,,,1
13.04|12.76|12.63|12.24|11.92,,,,,2
12.76|12.63|12.24|11.92|12.46,,,,,2
12.63|12.24|11.92|12.46|13.2,,,,,3
12.24|11.92|12.46|13.2|14.55,,,,,3
11.92|12.46|13.2|14.55|14.96,,,,,3
12.46|13.2|14.55|14.96|14.59,,,,,3
13.2|14.55|14.96|14.59|15.55,,,,,3
14.55|14.96|14.59|15.55|15.63,,,,,3
14.96|14.59|15.55|15.63|16.22,,,,,4
14.59|15.55|15.63|16.22|16.47,,,,,3
15.55|15.63|16.22|16.47|14.87,,,,,3
15.63|16.22|16.47|14.87|14.67,,,,,3
16.22|16.47|14.87|14.67|15.33,,,,,2
16.47|14.87|14.67|15.33|13.5,,,,,3
14.87|14.67|15.33|13.5|16.11,,,,,3
14.67|15.33|13.5|16.11|16.13,,,,,3
15.33|13.5|16.11|16.13|14.74,,,,,3
13.5|16.11|16.13|14.74|14.53,,,,,3
16.11|16.13|14.74|14.53|14.59,,,,,3
16.13|14.74|14.53|14.59|16.02,,,,,3
14.74|14.53|14.59|16.02|14.25,,,,,3
14.53|14.59|16.02|14.25|15.32,,,,,3
14.59|16.02|14.25|15.32|14.85,,,,,2
16.02|14.25|15.32|14.85|13.48,,,,,2
14.25|15.32|14.85|13.48|13,,,,,2
15.32|14.85|13.48|13|13.17,,,,,2
14.85|13.48|13|13.17|13.1,,,,,2
13.48|13|13.17|13.1|13.08,,,,,2
13|13.17|13.1|13.08|12.8,,,,,1
13.17|13.1|13.08|12.8|11.9,,,,,1
13.1|13.08|12.8|11.9|11.63,,,,,1
13.08|12.8|11.9|11.63|12.18,,,,,1
12.8|11.9|11.63|12.18|12.23,,,,,1
11.9|11.63|12.18|12.23|12.26,,,,,1
11.63|12.18|12.23|12.26|11.25,,,,,1
12.18|12.23|12.26|11.25|11.12,,,,,1
12.23|12.26|11.25|11.12|10.82,,,,,1
12.26|11.25|11.12|10.82|10.6,,,,,1
11.25|11.12|10.82|10.6|10.96,,,,,1
11.12|10.82|10.6|10.96|10.88,,,,,1
10.82|10.6|10.96|10.88|11.84,,,,,1
10.6|10.96|10.88|11.84|11.89,,,,,1
10.96|10.88|11.84|11.89|12.06,,,,,1
10.88|11.84|11.89|12.06|11.24,,,,,1
11.84|11.89|12.06|11.24|11.01,,,,,1
11.89|12.06|11.24|11.01|11.6,,,,,1
12.06|11.24|11.01|11.6|11.52,,,,,1
11.24|11.01|11.6|11.52|12.18,,,,,1
11.01|11.6|11.52|12.18|12.21,,,,,1
11.6|11.52|12.18|12.21|11.69,,,,,1
11.52|12.18|12.21|11.69|11.47,,,,,1
12.18|12.21|11.69|11.47|11.11,,,,,1
12.21|11.69|11.47|11.11|10.48,,,,,1
11.69|11.47|11.11|10.48|10.73,,,,,1
11.47|11.11|10.48|10.73|10.68,,,,,1
11.11|10.48|10.73|10.68|11.38,,,,,1
10.48|10.73|10.68|11.38|11.19,,,,,1
10.73|10.68|11.38|11.19|10.81,,,,,1
10.68|11.38|11.19|10.81|10.29,,,,,1
11.38|11.19|10.81|10.29|10.27,,,,,1
11.19|10.81|10.29|10.27|11.57,,,,,1
10.81|10.29|10.27|11.57|11.35,,,,,1
10.29|10.27|11.57|11.35|11.61,,,,,1
10.27|11.57|11.35|11.61|12.07,,,,,1
11.57|11.35|11.61|12.07|11.14,,,,,1
11.35|11.61|12.07|11.14|11.37,,,,,1
11.61|12.07|11.14|11.37|11.31,,,,,1
12.07|11.14|11.37|11.31|11,,,,,1
11.14|11.37|11.31|11|11.13,,,,,1
11.37|11.31|11|11.13|10.86,,,,,1
11.31|11|11.13|10.86|10.94,,,,,1
11|11.13|10.86|10.94|11.2,,,,,1
11.13|10.86|10.94|11.2|11.23,,,,,1
10.86|10.94|11.2|11.23|11.91,,,,,1
10.94|11.2|11.23|11.91|12.25,,,,,1
11.2|11.23|11.91|12.25|11.98,,,,,3
11.23|11.91|12.25|11.98|14.56,,,,,2
11.91|12.25|11.98|14.56|13.93,,,,,2
12.25|11.98|14.56|13.93|13.31,,,,,2
11.98|14.56|13.93|13.31|12.87,,,,,2
14.56|13.93|13.31|12.87|12.42,,,,,1
13.93|13.31|12.87|12.42|11.97,,,,,2
13.31|12.87|12.42|11.97|12.39,,,,,2
12.87|12.42|11.97|12.39|12.95,,,,,2
12.42|11.97|12.39|12.95|12.36,,,,,2
11.97|12.39|12.95|12.36|13.23,,,,,2
12.39|12.95|12.36|13.23|12.96,,,,,2
12.95|12.36|13.23|12.96|13.04,,,,,2
12.36|13.23|12.96|13.04|13.59,,,,,2
13.23|12.96|13.04|13.59|12.83,,,,,2
12.96|13.04|13.59|12.83|13.12,,,,,2
13.04|13.59|12.83|13.12|12.87,,,,,2
13.59|12.83|13.12|12.87|13.35,,,,,1
12.83|13.12|12.87|13.35|12.25,,,,,1
13.12|12.87|13.35|12.25|12.31,,,,,1
12.87|13.35|12.25|12.31|11.48,,,,,1
13.35|12.25|12.31|11.48|12.01,,,,,2
12.25|12.31|11.48|12.01|12.41,,,,,1
12.31|11.48|12.01|12.41|11.88,,,,,1
11.48|12.01|12.41|11.88|11.87,,,,,1
12.01|12.41|11.88|11.87|11.46,,,,,1
12.41|11.88|11.87|11.46|11.59,,,,,2
11.88|11.87|11.46|11.59|12.34,,,,,1
11.87|11.46|11.59|12.34|11.54,,,,,1
11.46|11.59|12.34|11.54|11.72,,,,,1
11.59|12.34|11.54|11.72|11.96,,,,,2
12.34|11.54|11.72|11.96|12.74,,,,,2
11.54|11.72|11.96|12.74|12.66,,,,,1
11.72|11.96|12.74|12.66|12.32,,,,,2
11.96|12.74|12.66|12.32|12.68,,,,,1
12.74|12.66|12.32|12.68|11.85,,,,,1
12.66|12.32|12.68|11.85|11.37,,,,,1
12.32|12.68|11.85|11.37|10.74,,,,,1
12.68|11.85|11.37|10.74|11.35,,,,,1
11.85|11.37|10.74|11.35|11.98,,,,,1
11.37|10.74|11.35|11.98|12.12,,,,,1
10.74|11.35|11.98|12.12|11.79,,,,,1
11.35|11.98|12.12|11.79|11.62,,,,,1
11.98|12.12|11.79|11.62|11.21,,,,,1
12.12|11.79|11.62|11.21|11.17,,,,,1
11.79|11.62|11.21|11.17|11.19,,,,,1
11.62|11.21|11.17|11.19|11.46,,,,,1
11.21|11.17|11.19|11.46|11.58,,,,,1
11.17|11.19|11.46|11.58|10.95,,,,,1
11.19|11.46|11.58|10.95|11.57,,,,,1
11.46|11.58|10.95|11.57|11.39,,,,,1
11.58|10.95|11.57|11.39|11.57,,,,,1
10.95|11.57|11.39|11.57|11.14,,,,,1
11.57|11.39|11.57|11.14|11.13,,,,,1
11.39|11.57|11.14|11.13|11.45,,,,,1
11.57|11.14|11.13|11.45|12.26,,,,,1
11.14|11.13|11.45|12.26|12.19,,,,,2
11.13|11.45|12.26|12.19|13,,,,,2
11.45|12.26|12.19|13|12.76,,,,,2
12.26|12.19|13|12.76|12.38,,,,,2
12.19|13|12.76|12.38|12.58,,,,,1
13|12.76|12.38|12.58|11.4,,,,,1
12.76|12.38|12.58|11.4|11.32,,,,,1
12.38|12.58|11.4|11.32|11.64,,,,,1
12.58|11.4|11.32|11.64|11.59,,,,,1
11.4|11.32|11.64|11.59|11.75,,,,,1
11.32|11.64|11.59|11.75|11.75,,,,,1
11.64|11.59|11.75|11.75|11.76,,,,,1
11.59|11.75|11.75|11.76|11.84,,,,,1
11.75|11.75|11.76|11.84|11.59,,,,,2
11.75|11.76|11.84|11.59|12.54,,,,,1
11.76|11.84|11.59|12.54|11.99,,,,,1
11.84|11.59|12.54|11.99|11.99,,,,,1
11.59|12.54|11.99|11.99|11.86,,,,,1
12.54|11.99|11.99|11.86|11.62,,,,,1
11.99|11.99|11.86|11.62|12,,,,,1
11.99|11.86|11.62|12|11.99,,,,,1
11.86|11.62|12|11.99|11.78,,,,,2
11.62|12|11.99|11.78|12.49,,,,,3
12|11.99|11.78|12.49|14.19,,,,,2
11.99|11.78|12.49|14.19|13.57,,,,,2
11.78|12.49|14.19|13.57|13.35,,,,,4
12.49|14.19|13.57|13.35|16.26,,,,,4
14.19|13.57|13.35|16.26|16.99,,,,,4
13.57|13.35|16.26|16.99|17.18,,,,,4
13.35|16.26|16.99|17.18|17.72,,,,,4
16.26|16.99|17.18|17.72|18.26,,,,,4
16.99|17.18|17.72|18.26|17.36,,,,,3
17.18|17.72|18.26|17.36|15.5,,,,,3
17.72|18.26|17.36|15.5|14.26,,,,,4
18.26|17.36|15.5|14.26|18.66,,,,,4
17.36|15.5|14.26|18.66|16.44,,,,,3
15.5|14.26|18.66|16.44|14.52,,,,,3
14.26|18.66|16.44|14.52|14.32,,,,,4
18.66|16.44|14.52|14.32|16.65,,,,,4
16.44|14.52|14.32|16.65|17.34,,,,,4
14.52|14.32|16.65|17.34|17.8,,,,,4
14.32|16.65|17.34|17.8|18.35,,,,,4
16.65|17.34|17.8|18.35|18.12,,,,,5
17.34|17.8|18.35|18.12|20.96,,,,,6
17.8|18.35|18.12|20.96|23.81,,,,,5
18.35|18.12|20.96|23.81|21.46,,,,,3
18.12|20.96|23.81|21.46|15.9,,,,,4
20.96|23.81|21.46|15.9|17.25,,,,,4
23.81|21.46|15.9|17.25|17.83,,,,,4
21.46|15.9|17.25|17.83|16.69,,,,,3
15.9|17.25|17.83|16.69|15.52,,,,,3
17.25|17.83|16.69|15.52|15.88,,,,,3
17.83|16.69|15.52|15.88|15.89,,,,,3
16.69|15.52|15.88|15.89|15.62,,,,,4
15.52|15.88|15.89|15.62|16.4,,,,,3
15.88|15.89|15.62|16.4|15.79,,,,,2
15.89|15.62|16.4|15.79|13.03,,,,,2
15.62|16.4|15.79|13.03|13.08,,,,,2
16.4|15.79|13.03|13.08|13.05,,,,,3
15.79|13.03|13.08|13.05|14.15,,,,,2
13.03|13.08|13.05|14.15|13.65,,,,,2
13.08|13.05|14.15|13.65|13.97,,,,,2
13.05|14.15|13.65|13.97|14.02,,,,,2
14.15|13.65|13.97|14.02|13.14,,,,,3
13.65|13.97|14.02|13.14|14.49,,,,,4
13.97|14.02|13.14|14.49|17.79,,,,,4
14.02|13.14|14.49|17.79|18.05,,,,,4
13.14|14.49|17.79|18.05|18.64,,,,,4
14.49|17.79|18.05|18.64|17.74,,,,,3
17.79|18.05|18.64|17.74|15.55,,,,,3
18.05|18.64|17.74|15.55|16.21,,,,,4
18.64|17.74|15.55|16.21|17.4,,,,,3
17.74|15.55|16.21|17.4|14.98,,,,,3
15.55|16.21|17.4|14.98|14.85,,,,,3
16.21|17.4|14.98|14.85|14.62,,,,,3
17.4|14.98|14.85|14.62|14.94,,,,,3
14.98|14.85|14.62|14.94|14.33,,,,,3
14.85|14.62|14.94|14.33|14.95,,,,,3
14.62|14.94|14.33|14.95|15.05,,,,,3
14.94|14.33|14.95|15.05|14.34,,,,,3
14.33|14.95|15.05|14.34|14.46,,,,,3
14.95|15.05|14.34|14.46|14.34,,,,,3
15.05|14.34|14.46|14.34|15.23,,,,,3
14.34|14.46|14.34|15.23|15.23,,,,,3
14.46|14.34|15.23|15.23|15.2,,,,,3
14.34|15.23|15.23|15.2|14.46,,,,,3
15.23|15.23|15.2|14.46|14.3,,,,,3
15.23|15.2|14.46|14.3|14.26,,,,,2
15.2|14.46|14.3|14.26|13.42,,,,,2
14.46|14.3|14.26|13.42|12.41,,,,,1
14.3|14.26|13.42|12.41|12.24,,,,,1
14.26|13.42|12.41|12.24|11.64,,,,,1
13.42|12.41|12.24|11.64|12.22,,,,,1
12.41|12.24|11.64|12.22|12.19,,,,,2
12.24|11.64|12.22|12.19|12.4,,,,,2
11.64|12.22|12.19|12.4|12.4,,,,,1
12.22|12.19|12.4|12.4|12.31,,,,,1
12.19|12.4|12.4|12.31|12.18,,,,,1
12.4|12.4|12.31|12.18|12.28,,,,,1
12.4|12.31|12.18|12.28|12.22,,,,,1
12.31|12.18|12.28|12.22|12.31,,,,,1
12.18|12.28|12.22|12.31|11.96,,,,,2
12.28|12.22|12.31|11.96|12.63,,,,,2
12.22|12.31|11.96|12.63|13.74,,,,,2
12.31|11.96|12.63|13.74|13.88,,,,,2
11.96|12.63|13.74|13.88|13.16,,,,,2
12.63|13.74|13.88|13.16|12.99,,,,,1
13.74|13.88|13.16|12.99|11.92,,,,,1
13.88|13.16|12.99|11.92|11.18,,,,,1
13.16|12.99|11.92|11.18|11.55,,,,,1
12.99|11.92|11.18|11.55|11.76,,,,,1
11.92|11.18|11.55|11.76|11.78,,,,,1
11.18|11.55|11.76|11.78|11.98,,,,,1
11.55|11.76|11.78|11.98|11.39,,,,,1
11.76|11.78|11.98|11.39|12.25,,,,,2
11.78|11.98|11.39|12.25|12.59,,,,,1
11.98|11.39|12.25|12.59|12.12,,,,,1
11.39|12.25|12.59|12.12|11.53,,,,,1
12.25|12.59|12.12|11.53|11.58,,,,,1
12.59|12.12|11.53|11.58|11.72,,,,,1
12.12|11.53|11.58|11.72|11.98,,,,,2
11.53|11.58|11.72|11.98|12.57,,,,,1
11.58|11.72|11.98|12.57|12.24,,,,,1
11.72|11.98|12.57|12.24|11.86,,,,,1
11.98|12.57|12.24|11.86|11.98,,,,,1
12.57|12.24|11.86|11.98|11.56,,,,,1
12.24|11.86|11.98|11.56|11.68,,,,,1
11.86|11.98|11.56|11.68|11.52,,,,,1
11.98|11.56|11.68|11.52|11.62,,,,,1
11.56|11.68|11.52|11.62|11.09,,,,,1
11.68|11.52|11.62|11.09|10.75,,,,,1
11.52|11.62|11.09|10.75|11.09,,,,,1
11.62|11.09|10.75|11.09|11.73,,,,,1
11.09|10.75|11.09|11.73|11.34,,,,,1
10.75|11.09|11.73|11.34|10.9,,,,,1
11.09|11.73|11.34|10.9|10.63,,,,,1
11.73|11.34|10.9|10.63|11.08,,,,,1
11.34|10.9|10.63|11.08|10.78,,,,,1
10.9|10.63|11.08|10.78|10.66,,,,,1
10.63|11.08|10.78|10.66|10.56,,,,,1
11.08|10.78|10.66|10.56|10.8,,,,,1
10.78|10.66|10.56|10.8|11.2,,,,,1
10.66|10.56|10.8|11.2|11.1,,,,,1
10.56|10.8|11.2|11.1|11.51,,,,,1
10.8|11.2|11.1|11.51|11.42,,,,,1
11.2|11.1|11.51|11.42|11.16,,,,,1
11.1|11.51|11.42|11.16|11.16,,,,,1
11.51|11.42|11.16|11.16|11.09,,,,,1
11.42|11.16|11.16|11.09|10.75,,,,,1
11.16|11.16|11.09|10.75|11.01,,,,,1
11.16|11.09|10.75|11.01|10.79,,,,,1
11.09|10.75|11.01|10.79|10.86,,,,,1
10.75|11.01|10.79|10.86|10.5,,,,,1
11.01|10.79|10.86|10.5|10.31,,,,,1
10.79|10.86|10.5|10.31|10.16,,,,,1
10.86|10.5|10.31|10.16|10.05,,,,,1
10.5|10.31|10.16|10.05|9.97,,,,,1
10.31|10.16|10.05|9.97|9.9,,,,,1
10.16|10.05|9.97|9.9|10.14,,,,,1
10.05|9.97|9.9|10.14|10.73,,,,,1
9.97|9.9|10.14|10.73|12.3,,,,,1
9.9|10.14|10.73|12.3|11.62,,,,,1
10.14|10.73|12.3|11.62|10.83,,,,,1
10.73|12.3|11.62|10.83|10.91,,,,,1
12.3|11.62|10.83|10.91|11.66,,,,,1
11.62|10.83|10.91|11.66|11.23,,,,,1
10.83|10.91|11.66|11.23|11.27,,,,,1
10.91|11.66|11.23|11.27|11.33,,,,,2
11.66|11.23|11.27|11.33|12.67,,,,,1
11.23|11.27|11.33|12.67|12.07,,,,,1
11.27|11.33|12.67|12.07|10.71,,,,,1
11.33|12.67|12.07|10.71|10.65,,,,,1
12.67|12.07|10.71|10.65|10.18,,,,,1
12.07|10.71|10.65|10.18|9.97,,,,,1
10.71|10.65|10.18|9.97|10.05,,,,,1
10.65|10.18|9.97|10.05|10.6,,,,,1
10.18|9.97|10.05|10.6|10.3,,,,,1
9.97|10.05|10.6|10.3|10.26,,,,,1
10.05|10.6|10.3|10.26|10.53,,,,,1
10.6|10.3|10.26|10.53|11.36,,,,,1
10.3|10.26|10.53|11.36|11.26,,,,,1
10.26|10.53|11.36|11.26|10.64,,,,,1
10.53|11.36|11.26|10.64|10.99,,,,,1
11.36|11.26|10.64|10.99|11.56,,,,,1
11.26|10.64|10.99|11.56|12.04,,,,,1
10.64|10.99|11.56|12.04|11.51,,,,,1
10.99|11.56|12.04|11.51|12.14,,,,,1
11.56|12.04|11.51|12.14|12,,,,,1
12.04|11.51|12.14|12|11.91,,,,,1
11.51|12.14|12|11.91|11.47,,,,,1
12.14|12|11.91|11.47|10.87,,,,,1
12|11.91|11.47|10.87|10.15,,,,,1
11.91|11.47|10.87|10.15|10.74,,,,,1
11.47|10.87|10.15|10.74|10.59,,,,,1
10.87|10.15|10.74|10.59|10.85,,,,,1
10.15|10.74|10.59|10.85|10.4,,,,,1
10.74|10.59|10.85|10.4|10.77,,,,,1
10.59|10.85|10.4|10.77|10.34,,,,,1
10.85|10.4|10.77|10.34|9.89,,,,,1
10.4|10.77|10.34|9.89|11.22,,,,,1
10.77|10.34|9.89|11.22|11.13,,,,,1
10.34|9.89|11.22|11.13|11.45,,,,,1
9.89|11.22|11.13|11.45|10.96,,,,,1
11.22|11.13|11.45|10.96|10.42,,,,,1
11.13|11.45|10.96|10.42|10.31,,,,,1
11.45|10.96|10.42|10.31|10.08,,,,,1
10.96|10.42|10.31|10.08|10.55,,,,,1
10.42|10.31|10.08|10.55|10.65,,,,,1
10.31|10.08|10.55|10.65|10.32,,,,,1
10.08|10.55|10.65|10.32|10.44,,,,,1
10.55|10.65|10.32|10.44|11.1,,,,,1
10.65|10.32|10.44|11.1|11.61,,,,,1
10.32|10.44|11.1|11.61|10.34,,,,,1
10.44|11.1|11.61|10.34|10.23,,,,,1
11.1|11.61|10.34|10.23|10.22,,,,,1
11.61|10.34|10.23|10.22|10.02,,,,,1
10.34|10.23|10.22|10.02|10.24,,,,,1
10.23|10.22|10.02|10.24|10.2,,,,,1
10.22|10.02|10.24|10.2|10.18,,,,,1
10.02|10.24|10.2|10.18|10.58,,,,,1
10.24|10.2|10.18|10.58|11.15,,,,,4
10.2|10.18|10.58|11.15|18.31,,,,,3
10.18|10.58|11.15|18.31|15.42,,,,,3
10.58|11.15|18.31|15.42|15.82,,,,,4
11.15|18.31|15.42|15.82|18.61,,,,,5
18.31|15.42|15.82|18.61|19.63,,,,,3
15.42|15.82|18.61|19.63|15.96,,,,,3
15.82|18.61|19.63|15.96|15.24,,,,,3
18.61|19.63|15.96|15.24|14.29,,,,,3
19.63|15.96|15.24|14.29|14.09,,,,,2
15.96|15.24|14.29|14.09|13.99,,,,,4
15.24|14.29|14.09|13.99|18.13,,,,,4
14.29|14.09|13.99|18.13|17.27,,,,,4
14.09|13.99|18.13|17.27|16.43,,,,,4
13.99|18.13|17.27|16.43|16.79,,,,,3
18.13|17.27|16.43|16.79|14.59,,,,,2
17.27|16.43|16.79|14.59|13.27,,,,,1
16.43|16.79|14.59|13.27|12.19,,,,,2
16.79|14.59|13.27|12.19|12.93,,,,,2
14.59|13.27|12.19|12.93|12.95,,,,,2
13.27|12.19|12.93|12.95|13.16,,,,,2
12.19|12.93|12.95|13.16|13.48,,,,,3
12.93|12.95|13.16|13.48|14.98,,,,,3
12.95|13.16|13.48|14.98|15.14,,,,,3
13.16|13.48|14.98|15.14|14.64,,,,,3
13.48|14.98|15.14|14.64|14.53,,,,,2
14.98|15.14|14.64|14.53|13.46,,,,,2
15.14|14.64|14.53|13.46|13.24,,,,,2
14.64|14.53|13.46|13.24|13.23,,,,,2
14.53|13.46|13.24|13.23|13.14,,,,,2
13.46|13.24|13.23|13.14|12.68,,,,,2
13.24|13.23|13.14|12.68|13.49,,,,,2
13.23|13.14|12.68|13.49|12.71,,,,,1
13.14|12.68|13.49|12.71|12.2,,,,,1
12.68|13.49|12.71|12.2|11.98,,,,,1
13.49|12.71|12.2|11.98|12.14,,,,,2
12.71|12.2|11.98|12.14|12.42,,,,,2
12.2|11.98|12.14|12.42|12.54,,,,,1
11.98|12.14|12.42|12.54|12.07,,,,,2
12.14|12.42|12.54|12.07|13.04,,,,,2
12.42|12.54|12.07|13.04|13.12,,,,,2
12.54|12.07|13.04|13.12|13.21,,,,,2
12.07|13.04|13.12|13.21|12.79,,,,,2
13.04|13.12|13.21|12.79|12.45,,,,,3
13.12|13.21|12.79|12.45|14.22,,,,,2
13.21|12.79|12.45|14.22|13.51,,,,,2
12.79|12.45|14.22|13.51|13.08,,,,,2
12.45|14.22|13.51|13.08|13.09,,,,,2
14.22|13.51|13.08|13.09|12.91,,,,,2
13.51|13.08|13.09|12.91|13.15,,,,,2
13.08|13.09|12.91|13.15|13.21,,,,,2
13.09|12.91|13.15|13.21|12.88,,,,,2
12.91|13.15|13.21|12.88|13.6,,,,,2
13.15|13.21|12.88|13.6|12.95,,,,,2
13.21|12.88|13.6|12.95|13.96,,,,,2
12.88|13.6|12.95|13.96|14.01,,,,,2
13.6|12.95|13.96|14.01|13.5,,,,,2
12.95|13.96|14.01|13.5|13.51,,,,,2
13.96|14.01|13.5|13.51|12.76,,,,,2
14.01|13.5|13.51|12.76|13.3,,,,,2
13.5|13.51|12.76|13.3|13.06,,,,,2
13.51|12.76|13.3|13.06|13.24,,,,,3
12.76|13.3|13.06|13.24|14.08,,,,,2
13.3|13.06|13.24|14.08|13.34,,,,,2
13.06|13.24|14.08|13.34|13.53,,,,,2
13.24|14.08|13.34|13.53|12.83,,,,,2
14.08|13.34|13.53|12.83|13.05,,,,,2
13.34|13.53|12.83|13.05|12.78,,,,,2
13.53|12.83|13.05|12.78|13.29,,,,,2
12.83|13.05|12.78|13.29|13.63,,,,,3
13.05|12.78|13.29|13.63|14.87,,,,,4
12.78|13.29|13.63|14.87|17.06,,,,,3
